threshhold,FRR,FAR
0.0,100.0,0.0
0.1,100.0,0.0
0.2,100.0,0.0
0.30000000000000004,96.0,0.0
0.4,96.0,0.0
0.5,92.0,0.0
0.6000000000000001,92.0,0.0
0.7000000000000001,92.0,0.0
0.8,92.0,0.0
0.9,92.0,1.9230769230769231
1.0,92.0,1.9230769230769231
1.1,92.0,1.9230769230769231
1.2000000000000002,92.0,3.8461538461538463
1.3,92.0,3.8461538461538463
1.4000000000000001,88.0,3.8461538461538463
1.5,88.0,3.8461538461538463
1.6,88.0,5.769230769230769
1.7000000000000002,88.0,5.769230769230769
1.8,88.0,7.6923076923076925
1.9000000000000001,88.0,7.6923076923076925
2.0,88.0,7.6923076923076925
2.1,88.0,7.6923076923076925
2.2,88.0,7.6923076923076925
2.3000000000000003,88.0,7.6923076923076925
2.4000000000000004,88.0,7.6923076923076925
2.5,80.0,7.6923076923076925
2.6,80.0,7.6923076923076925
2.7,80.0,9.615384615384617
2.8000000000000003,76.0,9.615384615384617
2.9000000000000004,76.0,9.615384615384617
3.0,68.0,9.615384615384617
3.1,68.0,9.615384615384617
3.2,68.0,11.538461538461538
3.3000000000000003,68.0,11.538461538461538
3.4000000000000004,68.0,11.538461538461538
3.5,68.0,11.538461538461538
3.6,68.0,11.538461538461538
3.7,68.0,11.538461538461538
3.8000000000000003,68.0,11.538461538461538
3.9000000000000004,64.0,11.538461538461538
4.0,64.0,11.538461538461538
4.1000000000000005,64.0,11.538461538461538
4.2,64.0,11.538461538461538
4.3,64.0,11.538461538461538
4.4,60.0,11.538461538461538
4.5,56.00000000000001,11.538461538461538
4.6000000000000005,56.00000000000001,11.538461538461538
4.7,56.00000000000001,11.538461538461538
4.800000000000001,52.0,11.538461538461538
4.9,48.0,11.538461538461538
5.0,48.0,11.538461538461538
5.1000000000000005,48.0,11.538461538461538
5.2,48.0,11.538461538461538
5.300000000000001,48.0,11.538461538461538
5.4,48.0,11.538461538461538
5.5,48.0,11.538461538461538
