hasimoto,normal,2022-06-16,17:36:31.63,D,oボタン
hasimoto,normal,2022-06-16,17:36:31.73,U,oボタン
hasimoto,normal,2022-06-16,17:36:31.84,D,rボタン
hasimoto,normal,2022-06-16,17:36:31.96,D,iボタン
hasimoto,normal,2022-06-16,17:36:31.98,U,rボタン
hasimoto,normal,2022-06-16,17:36:32.03,U,iボタン
hasimoto,normal,2022-06-16,17:36:32.20,D,nボタン
hasimoto,normal,2022-06-16,17:36:32.26,U,nボタン
hasimoto,normal,2022-06-16,17:36:32.33,D,nボタン
hasimoto,normal,2022-06-16,17:36:32.41,U,nボタン
hasimoto,normal,2022-06-16,17:36:32.51,D,pボタン
hasimoto,normal,2022-06-16,17:36:32.61,U,pボタン
hasimoto,normal,2022-06-16,17:36:32.72,D,iボタン
hasimoto,normal,2022-06-16,17:36:32.81,U,iボタン
hasimoto,normal,2022-06-16,17:36:32.95,D,kボタン
hasimoto,normal,2022-06-16,17:36:33.01,U,kボタン
hasimoto,normal,2022-06-16,17:36:33.09,D,kボタン
hasimoto,normal,2022-06-16,17:36:33.17,U,kボタン
hasimoto,normal,2022-06-16,17:36:33.30,D,uボタン
hasimoto,normal,2022-06-16,17:36:33.38,U,uボタン
hasimoto,normal,2022-06-16,17:36:33.52,D,hボタン
hasimoto,normal,2022-06-16,17:36:33.61,U,hボタン
hasimoto,normal,2022-06-16,17:36:33.65,D,aボタン
hasimoto,normal,2022-06-16,17:36:33.76,U,aボタン
hasimoto,normal,2022-06-16,17:36:33.80,D,Spaceボタン
hasimoto,normal,2022-06-16,17:36:33.89,U,Spaceボタン
hasimoto,normal,2022-06-16,17:36:34.11,D,Enterボタン
hasimoto,normal,2022-06-16,17:36:34.20,U,Enterボタン
hasimoto,normal,2022-06-16,17:36:34.71,D,kボタン
hasimoto,normal,2022-06-16,17:36:34.79,U,kボタン
hasimoto,normal,2022-06-16,17:36:34.88,D,iボタン
hasimoto,normal,2022-06-16,17:36:34.95,U,iボタン
hasimoto,normal,2022-06-16,17:36:35.05,D,kボタン
hasimoto,normal,2022-06-16,17:36:35.13,U,kボタン
hasimoto,normal,2022-06-16,17:36:35.16,D,aボタン
hasimoto,normal,2022-06-16,17:36:35.27,U,aボタン
hasimoto,normal,2022-06-16,17:36:35.30,D,iボタン
hasimoto,normal,2022-06-16,17:36:35.40,U,iボタン
hasimoto,normal,2022-06-16,17:36:35.52,D,tボタン
hasimoto,normal,2022-06-16,17:36:35.61,D,aボタン
hasimoto,normal,2022-06-16,17:36:35.67,U,tボタン
hasimoto,normal,2022-06-16,17:36:35.74,U,aボタン
hasimoto,normal,2022-06-16,17:36:35.77,D,iボタン
hasimoto,normal,2022-06-16,17:36:35.86,U,iボタン
hasimoto,normal,2022-06-16,17:36:35.92,D,sボタン
hasimoto,normal,2022-06-16,17:36:36.02,D,oボタン
hasimoto,normal,2022-06-16,17:36:36.04,U,sボタン
hasimoto,normal,2022-06-16,17:36:36.10,U,oボタン
hasimoto,normal,2022-06-16,17:36:36.18,D,uボタン
hasimoto,normal,2022-06-16,17:36:36.25,U,uボタン
hasimoto,normal,2022-06-16,17:36:36.36,D,nボタン
hasimoto,normal,2022-06-16,17:36:36.44,U,nボタン
hasimoto,normal,2022-06-16,17:36:36.50,D,oボタン
hasimoto,normal,2022-06-16,17:36:36.56,U,oボタン
hasimoto,normal,2022-06-16,17:36:36.64,D,Spaceボタン
hasimoto,normal,2022-06-16,17:36:36.74,U,Spaceボタン
hasimoto,normal,2022-06-16,17:36:36.92,D,Enterボタン
hasimoto,normal,2022-06-16,17:36:37.00,U,Enterボタン
hasimoto,normal,2022-06-16,17:36:37.21,D,sボタン
hasimoto,normal,2022-06-16,17:36:37.33,U,sボタン
hasimoto,normal,2022-06-16,17:36:37.40,D,eボタン
hasimoto,normal,2022-06-16,17:36:37.52,U,eボタン
hasimoto,normal,2022-06-16,17:36:37.57,D,nボタン
hasimoto,normal,2022-06-16,17:36:37.64,U,nボタン
hasimoto,normal,2022-06-16,17:36:37.70,D,nボタン
hasimoto,normal,2022-06-16,17:36:37.78,U,nボタン
hasimoto,normal,2022-06-16,17:36:37.82,D,sボタン
hasimoto,normal,2022-06-16,17:36:37.93,U,sボタン
hasimoto,normal,2022-06-16,17:36:37.98,D,yボタン
hasimoto,normal,2022-06-16,17:36:38.07,U,yボタン
hasimoto,normal,2022-06-16,17:36:38.16,D,uボタン
hasimoto,normal,2022-06-16,17:36:38.24,U,uボタン
hasimoto,normal,2022-06-16,17:36:38.37,D,nボタン
hasimoto,normal,2022-06-16,17:36:38.45,U,nボタン
hasimoto,normal,2022-06-16,17:36:38.49,D,iボタン
hasimoto,normal,2022-06-16,17:36:38.56,U,iボタン
hasimoto,normal,2022-06-16,17:36:38.64,D,hボタン
hasimoto,normal,2022-06-16,17:36:38.73,U,hボタン
hasimoto,normal,2022-06-16,17:36:38.77,D,aボタン
hasimoto,normal,2022-06-16,17:36:38.90,U,aボタン
hasimoto,normal,2022-06-16,17:36:38.93,D,Spaceボタン
hasimoto,normal,2022-06-16,17:36:39.03,U,Spaceボタン
hasimoto,normal,2022-06-16,17:36:39.25,D,Enterボタン
hasimoto,normal,2022-06-16,17:36:39.36,U,Enterボタン
hasimoto,normal,2022-06-16,17:36:39.65,D,mボタン
hasimoto,normal,2022-06-16,17:36:39.74,U,mボタン
hasimoto,normal,2022-06-16,17:36:39.92,D,aボタン
hasimoto,normal,2022-06-16,17:36:40.04,U,aボタン
hasimoto,normal,2022-06-16,17:36:40.19,D,tボタン
hasimoto,normal,2022-06-16,17:36:40.27,D,aボタン
hasimoto,normal,2022-06-16,17:36:40.34,U,tボタン
hasimoto,normal,2022-06-16,17:36:40.40,U,aボタン
hasimoto,normal,2022-06-16,17:36:40.51,D,tボタン
hasimoto,normal,2022-06-16,17:36:40.63,U,tボタン
hasimoto,normal,2022-06-16,17:36:40.65,D,oボタン
hasimoto,normal,2022-06-16,17:36:40.71,U,oボタン
hasimoto,normal,2022-06-16,17:36:40.81,D,nボタン
hasimoto,normal,2022-06-16,17:36:40.89,U,nボタン
hasimoto,normal,2022-06-16,17:36:40.94,D,aボタン
hasimoto,normal,2022-06-16,17:36:41.03,U,aボタン
hasimoto,normal,2022-06-16,17:36:41.07,D,iボタン
hasimoto,normal,2022-06-16,17:36:41.15,U,iボタン
hasimoto,normal,2022-06-16,17:36:41.37,D,Enterボタン
hasimoto,normal,2022-06-16,17:36:41.45,U,Enterボタン
hasimoto,normal,2022-06-16,17:36:41.69,D,kボタン
hasimoto,normal,2022-06-16,17:36:41.78,U,kボタン
hasimoto,normal,2022-06-16,17:36:41.86,D,iボタン
hasimoto,normal,2022-06-16,17:36:41.93,U,iボタン
hasimoto,normal,2022-06-16,17:36:42.01,D,kボタン
hasimoto,normal,2022-06-16,17:36:42.11,U,kボタン
hasimoto,normal,2022-06-16,17:36:42.14,D,aボタン
hasimoto,normal,2022-06-16,17:36:42.26,U,aボタン
hasimoto,normal,2022-06-16,17:36:42.28,D,iボタン
hasimoto,normal,2022-06-16,17:36:42.35,U,iボタン
hasimoto,normal,2022-06-16,17:36:42.43,D,dボタン
hasimoto,normal,2022-06-16,17:36:42.55,D,aボタン
hasimoto,normal,2022-06-16,17:36:42.61,U,dボタン
hasimoto,normal,2022-06-16,17:36:42.69,U,aボタン
hasimoto,normal,2022-06-16,17:36:42.77,D,Spaceボタン
hasimoto,normal,2022-06-16,17:36:42.86,U,Spaceボタン
hasimoto,normal,2022-06-16,17:36:43.08,D,Enterボタン
hasimoto,normal,2022-06-16,17:36:43.16,U,Enterボタン
hasimoto,normal,2022-06-16,17:36:43.42,D,OemPeriodボタン
hasimoto,normal,2022-06-16,17:36:43.51,U,OemPeriodボタン
hasimoto,normal,2022-06-16,17:36:43.63,D,Enterボタン
